場所名稱,場所地址,場所經緯度X,場所經緯度Y,場所類型,場所網址,場所描述,AED放置地點,AED經緯度X,AED經緯度Y,AED地點描述,開放使用時間,開放使用時間緊急連絡電話,資料建立時間
明治大飯店,台中市和平區東關路一段溫泉巷17號,121.308409,24.320726,溫泉區,,,露天溫泉池旁,121.308409,24.320726,露天溫泉池入口處旁，樓梯口,"星期一至星期五 08:00 至 21:00
                星期六 08:00 至 21:00
                星期日 08:00 至 21:00
                備註:星期一公休",04-25951111,2013-11-26 22:18:00.0
台北市立陽明高級中學,台北市士林區中正路510號,121.517131,25.09184,高中職,http://ymsh.com,,學校健康中心,121.517131,25.09184,校園內健康中心,"星期一至星期五 08:00 至 17:23
                星期六  至 
                星期日  至 
                備註:",0910151382,2013-10-28 10:29:00.0
臺中市潭子區潭子國民小學,台中市潭子區中山路2段435號,120.705018,24.21438,國小,,,瀑布後穿堂柱上,120.704549,24.214405,放置於本校瀑布後穿堂柱上,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",04-25324610*212,2013-10-21 09:03:00.0
台灣高速鐵路公司,台北市南港區經貿二路66號,121.61647,25.057297,高鐵,,,8號車列車長室(6.7車間),121.61647,25.057297,營運列車列車長室,"星期一至星期五 06:30 至 23:30
                星期六 06:30 至 23:30
                星期日 06:30 至 23:30
                備註:",07-960-1000,2014-05-16 15:53:00.0
臺中市南屯區東興國民小學,台中市南屯區大隆路71號,120.652639,24.156117,國小,,,東興國小健康中心旁,120.65246,24.156108,健康中心在大進街路大隆路交叉附近,"星期一至星期五 08:00 至 17:00
                星期六 16:30 至 18:30
                星期日 16:30 至 18:30
                備註:",23276251,2013-10-18 11:33:00.0
新北市私立格致高級中學,新北市三重區大智街260號,121.488791,25.073679,高中職,,,校門口,121.488791,25.073679,"校門操場大樓1樓","星期一至星期五 07:20 至 23:59
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:",0700 29855892,2014-04-18 09:36:00.0
福建省連江縣政府,連江縣南竿鄉連江縣南竿鄉介壽村76號,119.952292,26.159177,其他場所,http://wwW.MATSU.GOV.TW,連江縣政府,1樓大廳,119.952292,26.159177,連江縣政府,"星期一至星期五  至 
                星期六  至 
                星期日  至 
                備註:24小時",083625131,2016-04-27 10:15:00.0
國立成功大學自強校區,台南市東區大學路1號,120.223389,22.996304,大專院校,http://eps.gis.ncku.edu.tw/index.htm?cate=12,自強校區工學院大樓(研究總中心、工學院、系統及船舶機電工程系...),工學院大樓門口,120.223389,22.996304,"工學院大樓門口穿廊旁之牆邊。校安中心2381187、校內分機直播55555；駐警隊2752615、校內分機直播66666；駐警隊巡邏車備有1組自動體外心臟電擊去顫器(AED)。","星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:09
                備註:全日開放。",2381187、2752615,2014-05-20 10:13:00.0
再興摩登天廈社區管理委員會,台北市文山區木柵路二段55號,121.560288,24.988862,大專院校,,,再興摩登天廈社區管理委員會,121.560288,24.988862,再興摩登天廈社區管理委員會管理室,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",02-2937-6823,2016-08-23 21:53:00.0
衛生福利部國民健康署台北辦公室,台北市大同區塔城街36號,121.510316,25.051644,其他場所,http://www.hpa.gov.tw/BHPNet/Web/Index/Index.aspx,,1樓梯廳北側,121.510316,25.051644,衛生福利部國民健康署台北辦公室-台北市大同區塔城街36號1樓梯廳北側。,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:非上班時間門禁管制，如需使用，請按正門側邊無障礙昇降機旁警示鈴，由本大樓駐衛警人員開啟大門，並協助使用。",0800-222062,2014-11-26 17:23:00.0
新北市上林國民小學,新北市雙溪區上林里內平林60號,121.832376,25.029194,國小,http://www.ulps.ntpc.edu.tw/,,圖書室門口,121.832376,25.029194,圖書室門口走廊處,"星期一至星期五 08:00 至 17:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:",08:00-17:00,2014-12-03 14:55:00.0
臺北市立松山高中,台北市信義區基隆路一段156號,121.565588,25.043646,高中職,http://www.sssh.tp.edu.tw/releaseRedirect.do?unitID=183&pageID=3037,松山高中之交通狀況，可以說非常便利，尤其擁有便捷的大眾運輸路線，本校位在基隆路與忠孝東路交叉口附近，而此二條路可說是北市的主要幹道，所以本校附近有很多的公車站牌。,本校穿堂,121.565588,25.043646,一進入學校大門，即可看見穿堂，AED設置於穿堂右側。,"星期一至星期五 07:30 至 17:30
                星期六  至 
                星期日  至 
                備註:週一到週五 正常上班時間",02-87919292,2014-04-11 09:37:00.0
北都汽車股份有限公司-萬大廠,台北市萬華區艋舺大道91號,121.502704,25.033782,其他場所,,,客戶休息室,121.502704,25.033782,客戶休息室2號桌旁,"星期一至星期五 08:00 至 20:30
                星期六 08:00 至 17:30
                星期日 08:30 至 17:30
                備註:",02-23042255,2014-12-30 10:28:00.0
彰化縣北斗鎮戶鎮事務所,彰化縣北斗鎮新政里地政路466號,120.523418,23.874545,其他場所,http://house.chcg.gov.tw/peitou/,本所位於彰化縣警察局北斗分局、彰化縣地方稅務局北斗分局、彰化縣北斗地政事務所附近,本所1樓入口右側,120.523418,23.874545,本所1樓大門入口右側,"星期一至星期五 08:00 至 17:30
                星期六 08:00 至 12:00
                星期日  至 
                備註:",04-8882779,2014-01-23 11:28:00.0
桃園國際機場股份有限公司,桃園縣大園鄉航站南路9號,121.231976,25.077012,機場,http://www.taoyuan-airport.com,,第2航廈3樓中央免稅商店區,121.231976,25.077012,二航廈三樓出境證照查驗台後 免稅商店區通往四樓樓梯旁(管制區),"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",03-2733550,2014-05-15 19:03:00.0
Curves女性專用30分鐘健身中心-景美店,台北市文山區車前路2號3樓,121.541214,24.991379,健身房,,,店內儲藏室旁,121.541208,24.991344,店內儲藏室及會員休息區旁,"星期一至星期五 11:00 至 21:00
                星期六 10:00 至 13:00
                星期日  至 
                備註:星期一至星期五 13:00-15:00不開放
星期日、國定假日休",02-29315118,2014-09-24 17:02:00.0
Curves女性專用30分鐘健身中心內湖成功店,台北市內湖區成功路四段34號二樓,121.591676,25.081816,健身房,,,二樓進門左手邊,121.591676,25.081816,放置在一進門左手邊100公尺的牆壁上。,"星期一至星期五 10:30 至 21:00
                星期六 10:00 至 13:00
                星期日  至 
                備註:",02-27948659,2014-11-25 14:42:00.0
臺北市文山區武功國民小學,台北市文山區興隆路一段68號,121.540493,25.003889,國小,http://www.wkps.tp.edu.tw/,地處羅斯福路與興隆路兩大交通要道交接處之三角地帶。,警衛室外牆,121.540493,25.003889,入校門口見警衛室右轉即可看見,"星期一至星期五 07:00 至 22:00
                星期六 08:00 至 22:00
                星期日 08:00 至 22:00
                備註:緊急狀況請先連絡119",02-29314360,2016-12-28 12:14:00.0
新北市立榮富國民小學,新北市新莊區中和街193號,121.44736,25.051332,國小,http://www.lfes.ntpc.edu.tw/,,學校操場游泳池入口處,121.446887,25.052605,學校操場西側，溫水游泳池入口處,"星期一至星期五 06:00 至 17:00
                星期六 06:00 至 17:30
                星期日 06:00 至 17:30
                備註:",22769020,2014-09-24 16:43:00.0
花蓮縣客家文化會館演藝堂,花蓮縣吉安鄉中正路2段58號,121.589148,23.9637,其他場所,,本演藝堂位於(中油)南埔加油站後方、南埔公園內。,花蓮縣客家文化會館演藝堂,121.589148,23.9637,花蓮縣客家文化會館演藝堂正門入口內左側。,"星期一至星期五 08:00 至 17:30
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:星期一至星期五中午12:00至13:30不開放，倘適逢行政院人事行政局所訂為放假日，亦不開放。",0910-981-641,2014-03-13 15:20:00.0
桃園市龜山區成功工商,桃園市龜山區新興村明德路162巷100號,121.341333,24.988781,高中職,,,桃園市成功工商,121.341333,24.988781,桃園縣成功工商警衛室,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",(03) 3294187-9,2013-10-29 13:14:00.0
鴻源汽車股份有限公司永和分公司,新北市永和區成功路1段80號,121.526763,25.003343,其他場所,http://honyuany.com.tw,HONDA CARS汽車展售維修中心,永和區成功 路1段80號,121.526763,25.003343,HONDA CARS汽車展售維修中心,"星期一至星期五 08:00 至 20:00
                星期六 08:00 至 20:00
                星期日 09:00 至 17:00
                備註:",02-29220908,2014-09-24 15:45:00.0
桃園市大林社區活動中心,桃園市桃園區大原路31號,121.320365,24.977755,其他場所,,,桃園市大林社區活動中心,121.320365,24.977755,入口門右側,"星期一至星期五 09:00 至 17:00
                星期六 09:00 至 17:00
                星期日 09:00 至 17:00
                備註:",03-3612328,2014-12-27 10:40:00.0
高雄捷運高雄車站,高雄市三民區建國二路320號地下一層,120.302687,22.63957,捷運站,http://www.krtco.com.tw,,高雄捷運高雄車站R11,120.302687,22.63957,R11月台層上行端牆旁,"星期一至星期五 05:50 至 00:40
                星期六 05:50 至 00:40
                星期日 05:50 至 00:40
                備註:管理員姓名：吳智誠。
開放時間緊急聯絡電話：(07)7939666轉11101",(07)7939666,2013-12-05 10:25:00.0
臺南市立北門國中,台南市北門區永華里1-1號,120.128672,23.253308,國中,,,健康中心前走廊,120.128672,23.253308,一樓健康中心前走廊,"星期一至星期五 08:00 至 18:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:六日不開放",每週一~五,2015-05-21 12:03:00.0
臺中市北屯區松竹國小,台中市北屯區松和里昌平路二段12號,120.688537,24.180677,國小,http://www.szes.tc.edu.tw,學校大門口進來的川堂,川堂,120.688537,24.180677,學校大門口進來的川堂,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:24小時開放",22447043,2013-10-24 14:38:00.0
豪景大酒店,台北市萬華區環河南路一段77號4樓,121.501439,25.044624,飯店,http://www.riverview.com.tw/,環河南路中興橋旁,四樓健身房內,121.501439,25.044624,豪景大酒店四樓客用電梯出來右手邊健身房內桌上,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",2311-3131,2014-06-27 14:53:00.0
六福村主題遊樂園,新竹縣關西鎮仁安里拱子溝60號,121.180603,24.825239,民營遊樂業,http://www.leofoo.com.tw/village/,,火山歷險,121.180603,24.825239,主題樂園-南太平洋村火山歷險遊樂設施出口處,"星期一至星期五 00:00 至 23:55
                星期六 00:00 至 23:55
                星期日 00:00 至 23:55
                備註:",03-5475665-2106,2013-11-16 13:14:00.0
臺北巿大安區龍安國民小學,台北市大安區新生南路3段33號,121.534885,25.023922,國小,http://web.laes.tp.edu.tw/front/bin/home.phtml,進正大門口右轉處,臺北巿大安區龍安國民小學,121.534885,25.023922,進正門口右轉處,"星期一至星期五 08:00 至 16:00
                星期六  至 
                星期日  至 
                備註:",23632077,2016-11-17 15:37:00.0
雲林縣土庫鎮順天宮,雲林縣土庫鎮中正路109號,120.390447,23.676167,其他場所,,順天宮正殿往左邊文昌殿樓梯旁,文昌殿樓梯旁,120.390447,23.676167,正殿往左邊文昌殿樓梯旁,"星期一至星期五 08:00 至 22:00
                星期六 08:00 至 22:00
                星期日 08:00 至 22:00
                備註:",6622658,2016-10-17 16:42:00.0
林本源園邸,新北市板橋區新北市板橋區西門街9號,121.454279,25.009678,文化園區,http://www.linfamily.ntpc.gov.tw,國定古蹟，為傳統園林建築。,新北市板橋區西門街9號,121.454279,25.009678,定靜堂,"星期一至星期五 09:00 至 17:00
                星期六 09:00 至 17:00
                星期日 09:00 至 17:00
                備註:每月第一個星期一休園",29653062,2014-04-12 10:18:00.0
彰化縣埔鹽鄉天盛國民小學,彰化縣埔鹽鄉天盛村番金路68-1號,120.428321,23.984333,國小,,,學校健康中心外走廊,120.428321,23.984333,第一排校舍健康中心外走廊,"星期一至星期五 00:00 至 23:55
                星期六 00:00 至 23:56
                星期日 00:00 至 23:56
                備註:",04-8650842,2015-08-05 12:44:00.0
宏齊科技股份有限公司(香山廠),新竹市香山區中華路五段522巷18號,120.917115,24.773497,其他場所,http://www.harvatek.com/,本公司主要從事半導體晶片、發光二極體封裝之研究開發設計、製造、測試及前項產品進出口貿易業務，屬於 LED 下游封裝產業。,二樓客用電梯旁,120.917115,24.773497,一樓大廳搭乘客用電梯到二樓,"星期一至星期五 00:00 至 00:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:全日開放",03-5399889#1533,2014-11-25 12:33:00.0
東海大學,台中市西屯區台灣大道4段1727號,120.60338,24.180774,大專院校,,台中榮總對面,體育室辦公室前,120.60338,24.180774,體育室辦公室前右側,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",04-23590227,2014-05-09 17:50:00.0
沙爾德聖保祿修女會醫療財團法人聖保祿醫院,桃園市桃園區建新街123號,121.312003,24.982317,其他場所,http://www.sph.org.tw,聖保祿醫院,地下3樓停車場,121.312003,24.982317,地下3樓停車場,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",#0888,2016-05-05 17:14:00.0
澎湖縣議會,澎湖縣馬公市中正路76號,119.566584,23.569244,議會,http://phcouncil.gov.tw/,"澎湖縣議會位於澎湖縣政府南側,與澎湖縣政府衛生局及馬公市第一衛生所為鄰",澎湖縣議會1樓大廳,119.566584,23.569244,1樓大廳服務台前側(議事堂東側後門後方),"星期一至星期五 08:00 至 17:30
                星期六 08:30 至 12:30
                星期日 08:30 至 12:30
                備註:",069263521,2014-05-05 17:52:00.0
旭硝子顯示玻璃股份有限公司(斗六一廠),雲林縣斗六市科工七路8號,120.505187,23.71679,其他場所,http://www.agct.com.tw/,旭硝子顯示玻璃股份有限公司,一廠A棟警衛室,120.505187,23.71679,一廠A棟警衛室,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",24小時,2014-06-23 11:28:00.0
高雄市立獅甲國民中學,高雄市前鎮區中山三路43號,120.308324,22.605183,國中,,,獅甲國中警衛室,120.308324,22.605183,獅甲捷運站1號出口獅甲國中警衛室,"星期一至星期五 07:27 至 16:27
                星期六 10:00 至 12:00
                星期日 16:00 至 18:00
                備註:周末只有這兩個時段有警衛。",0960687162,2015-06-30 13:10:00.0
彰化縣立二水國中泰山體驗營,彰化縣二水鄉月眉巷13號,120.645949,23.803241,國中,http://blog.xuite.net/erhshui_explore/climbing,,勤學樓,120.645884,23.802907,位置在勤學樓之穿堂走道上,"星期一至星期五 08:00 至 17:00
                星期六  至 
                星期日  至 
                備註:星期六、日開放時間依學校上課時間而定",04-8794848,2013-12-10 10:42:00.0
桃園市立楊明國中,桃園市楊梅區新農街337號,121.155103,24.910671,國中,,,楊明國中,121.155103,24.910671,在警衛室裡面,"星期一至星期五 06:00 至 22:00
                星期六 08:00 至 19:00
                星期日 08:00 至 19:00
                備註:",03-4781525-503,2016-12-16 16:54:00.0
桃園國際機場股份有限公司,桃園縣大園鄉航站南路9號,121.231976,25.077012,機場,http://www.taoyuan-airport.com,,南三樓走廊C9,121.231976,25.077012,南三樓走廊C8~9門間(管制區),"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",03-2733550,2014-05-16 19:00:00.0
南港區北興宮步道之北興宮,台北市南港區成福路272號,121.590403,25.037749,其他場所,,,北興宮正門口供桌左手邊,121.590591,25.037144,正門口供桌左手邊靠牆處,"星期一至星期五 10:00 至 16:00
                星期六 10:00 至 16:00
                星期日 10:00 至 16:00
                備註:",02-27828877,2014-05-23 10:16:00.0
台南市善化區溫水SPA游泳池,台南市善化區進學路160號,120.288828,23.137222,大型公眾浴場,,,游泳池保健室,120.288828,23.137222,放置於游泳池大門正中心的保健室,"星期一至星期五 09:30 至 20:00
                星期六 09:30 至 20:00
                星期日 09:30 至 20:00
                備註:每周一固定休館",06-5811541,2016-05-18 12:44:00.0
臺中市立東勢幼兒園上城分班,台中市東勢區上城里東關路東興巷35-1號,120.840008,24.219022,其他場所,,,一樓兩保育室之間的走廊,120.840008,24.219022,上城分班內，1樓兩間保育室之間的走廊牆上,"星期一至星期五 08:00 至 16:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:",04-2585-2436,2014-11-05 11:07:00.0
國立南投高級商業職業學校,南投縣南投市彰南路一段993號,120.685298,23.90387,高中職,,放置於壹樓保健室外面,保健室外面,120.685298,23.90387,放置於壹樓保健室外面,"星期一至星期五 08:00 至 16:33
                星期六  至 
                星期日  至 
                備註:",0492222269轉148,2013-10-31 10:05:00.0
朝陽科技大學,台中市霧峰區吉峰東路168號,120.712777,24.068599,大專院校,http://www.cyut.edu.tw,管理大樓1樓電梯旁,管理大樓1樓,120.712777,24.068599,管理大樓1樓電梯旁,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",04-23323000,2014-08-29 15:38:00.0
彰化縣線西鄉戶政事務所,彰化縣線西鄉寓埔村中央路二段71號,120.470389,24.131153,其他場所,http://house.chcg.gov.tw,彰化縣線西鄉寓埔村中央路二段71號線西鄉戶政事務所一樓洽公區,線西鄉戶政事務所一樓洽公區,120.470389,24.131153,彰化縣線西鄉寓埔村中央路二段71號線西鄉警察分駐所隔壁,"星期一至星期五 08:00 至 17:30
                星期六 08:00 至 12:00
                星期日 00:00 至 00:00
                備註:",047584040,2014-01-24 14:38:00.0
財團法人桃園市私立仁友愛心家園,桃園市大溪區仁善街268號,121.28002,24.910597,其他場所,http://www.renyou.org.tw/tw/index.aspx,家園位置在仁善街與埔頂路口，附近有明顯目標永佶傢俱與全家便利商店。,保健組,121.28002,24.910597,保健組位於家園三樓，經由東、西兩側樓梯或電梯均可抵達。,"星期一至星期五 08:00 至 17:00
                星期六  至 
                星期日  至 
                備註:國定假日及周末暫不開放",週一~週五08:00-17:00,2015-07-17 11:44:00.0
宜蘭縣立體育場羅東遊客管理中心,宜蘭縣羅東鎮公正路666號,121.751894,24.681747,其他場所,,,羅東運動公園遊客中心,121.751894,24.681747,羅東運動公園游泳池遊客中心,"星期一至星期五 08:00 至 17:00
                星期六 08:00 至 17:00
                星期日 08:00 至 17:00
                備註:",03-9254034,2013-10-30 10:36:00.0
臺中市立烏日幼兒園溪埧分班,台中市烏日區溪南路一段680巷110號,120.635366,24.076165,其他場所,,,辦公室,120.635366,24.076165,辦公室牆面,"星期一至星期五 08:00 至 16:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:",04-23352558,2014-11-04 08:51:00.0
彰化縣秀水鄉明正國民小學,彰化縣秀水鄉彰水路2段341號,120.493148,24.026507,國小,http://163.23.114.217,台19線8K100公尺處,健康中心走廊外,120.492838,24.026916,明正國小健康中心走廊外,"星期一至星期五 10:00 至 10:00
                星期六 10:00 至 10:00
                星期日 10:00 至 10:00
                備註:24小時開放",04-7692533*18,2015-02-16 12:24:00.0
國立成功大學光復校區,台南市東區大學路1號,120.216297,22.997849,大專院校,http://eps.gis.ncku.edu.tw/index.htm?cate=12,光復校區學生活動中心中庭,學生活動中心中庭公佈欄旁,120.216297,22.997849,"置放於學生活動中心中庭公佈欄旁之牆邊。校安中心2381187、校內分機直播55555；駐警隊2752615、校內分機直播66666；駐警隊巡邏車備有1組自動體外心臟電擊去顫器(AED)。","星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:全日開放。",2381187、2752615,2014-05-19 14:14:00.0
新北市樹林區柑園國小,新北市樹林區柑園街一段353號一樓,121.389316,24.955995,國小,,,健康中心,121.389316,24.955995,川堂電子佈告欄右邊牆上,"星期一至星期五 06:00 至 18:00
                星期六 06:00 至 18:00
                星期日 06:00 至 18:00
                備註:",0922664819,2014-08-25 15:13:00.0
國立臺北大學三峽校區,新北市三峽區大學路151號,121.374925,24.943403,大專院校,http:// www.ntpu.edu.tw/,三峽區大學路151號大門警衛室,三峽校區大門警衛室,121.374925,24.943403,三峽區大學路151號大門警衛室,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",02-86714157,2014-03-07 17:08:00.0
獅山炮陣地,金門縣金沙鎮陽沙路376號,118.432273,24.481574,直轄市、縣(市)政府主管之風景區,,,獅山炮陣地 遊客旅遊中心,118.432273,24.481574,獅山炮陣地 遊客旅遊中心,"星期一至星期五 08:00 至 17:00
                星期六 08:00 至 17:00
                星期日 08:00 至 17:00
                備註:",082-355697,2014-12-22 17:32:00.0
澳花醫療站,宜蘭縣南澳鄉中央路48號,121.739783,24.329924,其他場所,,候診區的左邊牆面,澳花醫療站,121.739783,24.329924,澳花醫療站內之候診區左邊牆面,"星期一至星期五  至 
                星期六 19:00 至 05:30
                星期日 19:00 至 05:30
                備註:星期一及星期四早上(8：00-12：00)
星期五-星期日晚上(19：00-次日早上05：30)",039985123,2014-05-15 16:54:00.0
實踐大學高雄校區,高雄市內門區大學路200號,120.468467,22.951754,大專院校,,,穿堂,120.468467,22.951754,穿堂右側彰銀提款機前,"星期一至星期五 00:00 至 23:30
                星期六 00:00 至 23:30
                星期日 00:00 至 23:30
                備註:全天",07-6678888*3300,2014-08-18 14:25:00.0
南海之星交通船,澎湖縣馬公市澎湖縣馬公市陽明里新營路100號,119.57535,23.566882,客船,,南海之星交通船上客艙內,南海之星交通船上客艙內,119.57535,23.566882,南海之星交通船上客艙中間,"星期一至星期五 08:00 至 15:30
                星期六 08:00 至 15:30
                星期日 08:00 至 15:30
                備註:依實際開航時間為主",06-9268897,2017-01-19 15:25:00.0
武甲運動事業有限公司古亭營業所,台北市大安區羅斯福路二段93號B1,121.524275,25.025228,其他場所,,,台北市羅斯福路二段93號B1,121.524275,25.025228,B1休息區及櫃檯所交接處。,"星期一至星期五 10:00 至 22:00
                星期六 10:00 至 18:30
                星期日 10:00 至 18:30
                備註:",02-23631188,2017-01-26 14:24:00.0
蕭壠文化園區,台南市佳里區六安里六安130,120.179117,23.173168,文化園區,,蕭壠文化園區A8辦公室門口,蕭?文化園區A8辦公室門口,120.179117,23.173168,蕭壠文化園區A8辦公室南廊道,"星期一至星期五 08:00 至 17:00
                星期六 08:00 至 17:00
                星期日 08:00 至 17:00
                備註:",067228488,2016-05-10 16:54:00.0
蘇澳鎮衛生所,宜蘭縣蘇澳鎮志成路60號,121.841512,24.594058,其他場所,,,內科診療室門口旁,121.841512,24.594058,衛生所的內科診療室門口旁,"星期一至星期五 08:00 至 17:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:",03-9955471,2013-10-18 10:34:00.0
旭硝子顯示玻璃股份有限公司(斗六一廠),雲林縣斗六市科工七路8號,120.505305,23.716672,其他場所,,,警衛室內,120.505305,23.716672,警衛室內,"星期一至星期五 00:00 至 23:55
                星期六 00:00 至 23:55
                星期日  至 
                備註:",05-5512211,2014-09-23 16:04:00.0
彰化縣立媽厝國小,彰化縣溪湖鎮媽厝里湳底路67號,120.496339,23.941076,國小,http://http://163.23.98.68/~mtes/index0.html,,中間川堂,120.496339,23.941076,門口進來的川堂左邊公佈欄旁,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",04-8853225,2015-03-24 15:32:00.0
台灣通用器材股份有限公司,新北市新店區寶橋路233號,121.547327,24.9768,其他場所,,,一樓作業區,121.547327,24.9768,一樓作業區,"星期一至星期五 15:00 至 15:00
                星期六 15:00 至 15:00
                星期日 15:00 至 15:00
                備註:All time",02-29113861#6229,2014-10-07 16:49:00.0
臺北捷運中山地下街,台北市中山區南京西路16號B1樓,121.520526,25.052429,地下街,,中山地下書街 R8逃生出口旁,中山地下書街 R8逃生出口旁,121.520526,25.052429,中山地下書街 R8逃生出口旁,"星期一至星期五 05:30 至 01:00
                星期六 05:30 至 01:00
                星期日 05:30 至 01:00
                備註:",02-25238993#261,2014-10-09 10:46:00.0
大地清旅旅店,台北市中山區長安東路2段246號4樓,121.543278,25.048143,旅館,http://www.hihorizon.com,大地清旅旅店四樓大廳,四樓大廳,121.543218,25.048161,四樓大廳,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:因旅館為24小時營業中，故無限定使用時間",02-27110102,2015-12-29 14:37:00.0
花蓮縣秀林鄉西寶國民小學,花蓮縣秀林鄉富世村西寶11號,121.482536,24.206878,國小,http://www.spps.hlc.edu.tw,深藏於山光水色的太魯閣國家公園，位於西寶台地上,班群教室內-中庭,121.482536,24.206878,美勞教室右側牆面,"星期一至星期五 08:00 至 16:00
                星期六  至 
                星期日  至 
                備註:",週一至週五,2015-11-07 12:49:00.0
台灣化學纖維股份有限公司新港廠,嘉義縣新港鄉中洋村中洋工業區1號,120.382677,23.522398,其他場所,,,台灣化學纖維股份有限公司新港紡織廠北側訓練教室,120.382677,23.522398,新港鄉中洋工業區台化二路,"星期一至星期五 00:00 至 00:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:",05-3772111#218,2014-05-02 14:44:00.0
臺中市立石岡幼兒園,台中市石岡區和盛里和盛街9號,120.81765,24.251863,其他場所,,臺中市立石岡幼兒園,本園一樓教室,120.81765,24.251863,臺中市立石岡幼兒園本園一樓教室,"星期一至星期五 08:00 至 18:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:",W1~W5 7：40~18：00,2014-11-14 11:55:00.0
衛生福利部基隆醫院附設護理之家,基隆市信義區信二路268號,121.748129,25.130262,其他場所,,,護理之家,121.748129,25.130262,護理之家二樓護理站前方,"星期一至星期五 08:00 至 20:30
                星期六 08:00 至 20:30
                星期日 08:00 至 20:30
                備註:",(02)24292525轉8620,2016-08-05 14:13:00.0
東引鄉游泳池,連江縣東引鄉中柳村121號,120.488206,26.360395,其他場所,,,東引鄉游泳池,120.488206,26.360395,東引鄉游泳池,"星期一至星期五 06:00 至 20:00
                星期六 06:00 至 20:00
                星期日 06:00 至 
                備註:每年5-10月份，總計開放6個月。
0600-0900，1400-2000開放使用。
逢周四休館",083677205,2016-06-29 10:03:00.0
臺北市立復興高中,台北市北投區復興四路70號,121.5018,25.143591,高中職,,,校門入口右側勤學樓1樓,121.501998,25.143721,勤學樓1樓衛生組前,"星期一至星期五 06:30 至 21:00
                星期六 06:30 至 21:00
                星期日 06:30 至 21:00
                備註:校園開放時間",02-28975089,2013-10-30 10:17:00.0
嘉義縣阿里山鄉豐山國民小學,嘉義縣阿里山豐山村47號,120.749962,23.576084,國小,,,圖書室門口,120.749962,23.576084,圖書室門口對面,"星期一至星期五 00:00 至 23:00
                星期六 00:00 至 23:00
                星期日 00:00 至 23:00
                備註:如有需要時不受此限",0919788182,2014-03-17 13:52:00.0
和泰汽車楊梅零件中心,桃園縣楊梅鎮高獅路560號,121.155859,24.925288,其他場所,,零件倉庫,零件倉庫3號門旁,121.155859,24.925288,倉庫現場3號門旁,"星期一至星期五 09:00 至 18:00
                星期六 09:00 至 18:00
                星期日 00:00 至 00:00
                備註:遇國定假日不開放",(03)4882577,2014-07-11 14:31:00.0
誠品生活股份有限公司武昌店,台北市萬華區武昌街2段77號,121.505568,25.04517,商場,http://www.esliteliving.com/store/store.aspx?sid=R010,,誠品武昌店4F服務台旁,121.505568,25.04517,誠品武昌店4F服務台旁,"星期一至星期五 11:30 至 22:30
                星期六 11:30 至 22:30
                星期日 11:30 至 22:30
                備註:除週年慶及過年期間營業時間會延長",02-23813838#2823,2014-02-15 19:04:00.0
